"genus_species","iucn_authority","iucn_category","mature_age","longevity","lat_range","long_range","diet","trophic_level","mass_g","depth_zone","length_m","depth_num"
"Centrophorus moluccensis","Bleeker, 1860","3",7.7,35.9,59.6283340454,140,NA,4.3,2400,"bathydemersal",1,NA
"Centroscymnus owstonii","Garman, 1906","3",0.1,0,97.6351013184,285,NA,4.5,NA,"bathydemersal",1.21,NA
"Chimaera phantasma","Jordan &amp; Snyder, 1900","3",3.5,16,NA,NA,NA,3.5,NA,"bathydemersal",1,NA
"Deania quadrispinosa","(McCulloch, 1915)","3",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",1.15,755
"Glyphis garricki","Compagno, White &amp; Last, 2008","3",NA,NA,NA,NA,NA,NA,NA,"pelagic-oceanic",1.45,NA
"Glyphis glyphis","(Müller &amp; Henle, 1839)","3",NA,NA,NA,NA,NA,NA,NA,"demersal",1,NA
"Hemipristis elongata","(Klunzinger, 1871)","3",0.1,0,24.7016329765,121,NA,4.3,NA,"demersal",2.4,NA
"Himantura leoparda","Manjaji-Matsumoto &amp; Last, 2008","3",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",NA,NA
"Mobula alfredi","(Krefft, 1868)","3",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",5,60.5
"Rhizoprionodon acutus","(Rüppell, 1837)","3",1.1,4.8,60.1933326721,215,"carnivorous",4.3,5000,"benthopelagic",1,100.5
"Spiniraja whitleyi","(Iredale, 1938)","3",NA,NA,NA,NA,NA,NA,NA,"demersal",2,85.5
"Squalus montalbani","Whitley, 1931","3",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.84,762
"Squatina albipunctata","Last &amp; White, 2008","3",NA,NA,NA,NA,NA,NA,17000,"benthopelagic",0.985,226
"Taeniurops meyeni","(Müller &amp; Henle, 1841)","3",NA,NA,NA,NA,NA,NA,150000,"reef-associated",3.3,250.5
"Urogymnus asperrimus","(Bloch &amp; Schneider,1801)","3",0.1,0,36.2487154007,109,NA,3.5,NA,"reef-associated",1.47,NA
"Urolophus bucculentus","Macleay, 1884","3",0.1,0,17.0083293915,24,NA,NA,NA,"demersal",0.8,NA
"Urolophus sufflavus","Whitley, 1929","3",NA,NA,NA,NA,NA,NA,NA,"demersal",0.42,172.5
"Urolophus viridis","McCulloch, 1916","3",NA,NA,NA,NA,NA,NA,NA,"demersal",0.44,110
"Carcharhinus tjutjot","(Bleeker, 1852)","3",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.9369999695,NA
"Hemiscyllium hallstromi","Whitley, 1967","3",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.77,7.5
"Oxymonacanthus halli","Marshall, 1952","3",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.07,NA
"Hypanus dipterurus","(Jordan &amp; Gilbert, 1880)","3",NA,NA,NA,NA,NA,NA,NA,"demersal",1.67,182.5
"Ophioblennius clippertonensis","Springer, 1962","3",NA,NA,NA,NA,NA,NA,NA,"reef-associated",NA,NA
"Thalassoma robertsoni","Allen, 1995","3",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.07820000172,26.5
"Xyrichtys wellingtoni","Allen &amp; Robertson, 1995","3",NA,NA,NA,NA,NA,NA,NA,"demersal",0.07159999847,19
"Balistes capriscus","Gmelin, 1789","3",NA,NA,NA,NA,"carnivorous",4.1,6150,"reef-associated",0.325,30
"Mola mola","(Linnaeus, 1758)","3",0.1,0,98.9539,327,"carnivorous",3.7,2300000,"pelagic-oceanic",1.5,180.5
"Epinephelus albomarginatus","Boulenger, 1903","3",NA,NA,NA,NA,NA,NA,13000,"reef-associated",1,55
"Mycteroperca olfax","(Jenyns, 1840)","3",3.6,15.9,11.7,16,NA,4.5,NA,"demersal",1.2,NA
"Epinephelus marginatus","(Lowe, 1834)","3",6.8,31,76.2,207,"carnivorous",4.4,60000,"reef-associated",0.9,30
"Epinephelus fuscoguttatus","(Forsskål, 1775)","3",NA,NA,NA,NA,NA,NA,11000,"reef-associated",1.2,30.5
"Epinephelus polyphekadion","(Bleeker, 1849)","3",6.3,28.7,58.7572,183,NA,3.9,NA,"reef-associated",0.9,NA
"Hyporthodus acanthistius","(Gilbert, 1892)","3",NA,NA,NA,NA,NA,NA,NA,"demersal",1,68
"Epinephelus bruneus","Bloch, 1793","3",6.7,32,56.5166,49,NA,4,33000,"reef-associated",1.28,NA
"Opisthonema berlangai","Berry &amp; Barrett, 1963","3",1.7,6.3,11.1982,15,NA,NA,NA,"pelagic-neritic",0.26,NA
"Odontaspis ferox","(Risso, 1810)","3",NA,NA,NA,NA,"carnivorous",4.2,289000,"benthopelagic",3.7,170
"Aetobatus laticeps","(Gill, 1865)","3",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",2.3,NA
"Aetobatus narutobiei","White, Furumitsu &amp; Yamaguchi, 2013","3",NA,NA,NA,NA,NA,NA,14400,"benthopelagic",1,NA
"Bathytoshia lata","(Garman, 1880)","3",NA,NA,NA,NA,NA,NA,290000,"demersal",2.6,420
"Telatrygon zugei","(Müller &amp; Henle, 1841)","3",NA,NA,NA,NA,NA,NA,NA,"demersal",0.29,NA
"Fontitrygon margarita","(Günther, 1870)","3",NA,NA,NA,NA,NA,NA,20000,"demersal",1,30.5
"Brevitrygon heterura","(Müller &amp; Henle, 1841)","3",NA,NA,NA,NA,NA,NA,NA,"demersal",0.24,NA
"Pateobatis fai","(Jordan &amp; Seale, 1906)","3",NA,NA,NA,NA,NA,NA,18500,"reef-associated",1.83,100
"Halaelurus boesemani","Springer &amp; D'Aubrey, 1972","3",NA,NA,NA,NA,NA,NA,NA,"demersal",0.48,143.5
"Brevitrygon imbricata","(Bloch &amp; Schneider, 1801)","3",NA,NA,NA,NA,NA,NA,590,"demersal",0.255,NA
"Lates japonicus","Katayama &amp; Taki, 1984","3",NA,NA,NA,NA,NA,NA,33000,"demersal",1.3,NA
"Myripristis clarionensis","Gilbert, 1897","3",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.1829999924,NA
"Nemipterus virgatus","(Houttuyn, 1782)","3",2.4,9.4,53.4333,24,NA,4,NA,"demersal",0.35,NA
"Pomatomus saltatrix","(Linnaeus, 1766)","3",3.4,16,112.5333,252,"carnivorous",4.5,14400,"pelagic-oceanic",0.75,25
"Lutjanus campechanus","(Poey, 1860)","3",4,18,35.35,42,NA,4,22790,"reef-associated",1,NA
"Cosmocampus balli","(Fowler, 1925)","3",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.12,NA
"Siganus niger","Woodland, 1990","3",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.22,8.5
"Oxymonacanthus longirostris","(Bloch &amp; Schneider, 1801)","3",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.12,18
"Scymnodon ringens","Barbosa du Bocage &amp; de Brito Capello, 1864","3",NA,NA,NA,NA,NA,NA,NA,"bathypelagic",1.1,900
"Telatrygon biasa","Last, White &amp; Naylor, 2016","3",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.2870000076,NA
"Meiacanthus abruptus","Smith-Vaniz &amp; Allen, 2011","3",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.03660000086,3
"Prototroctes maraena","Günther, 1864","3",NA,NA,NA,NA,NA,NA,NA,"demersal",0.33,NA
"Glossogobius minutus","Geevarghese &amp; John, 1983","3",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",NA,NA
"Gobiodon fulvus","Herre, 1927","3",NA,NA,NA,NA,NA,NA,NA,"reef-associated",NA,NA
"Haploblepharus fuscus","Smith, 1950","3",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.69,NA
"Leptocharias smithii","(Müller &amp; Henle, 1839)","3",NA,NA,NA,NA,NA,NA,NA,"demersal",0.77,42.5
"Scylliogaleus quecketti","Boulenger, 1902","3",NA,NA,NA,NA,NA,NA,NA,"demersal",0.89,NA
"Chiloscyllium indicum","(Gmelin, 1789)","3",NA,NA,NA,NA,NA,NA,NA,"demersal",0.65,45
"Chiloscyllium griseum","Müller &amp; Henle, 1838","3",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.77,52.5
"Hemigaleus microstoma","Bleeker, 1852","3",NA,NA,NA,NA,NA,NA,NA,"demersal",1.14,NA
"Oxynotus japonicus","Yano &amp; Murofushi, 1985","3",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.54,225
"Centroscyllium granulatum","Günther, 1887","3",NA,NA,NA,NA,NA,NA,NA,"bathypelagic",0.28,NA
"Mustelus dorsalis","Gill, 1864","3",2.1,9,39.9299998283,42,NA,3.6,NA,"demersal",0.64,NA
"Pseudobatos planiceps","(Garman, 1880)","3",NA,NA,NA,NA,NA,NA,NA,"demersal",1.135,NA
"Halaelurus natalensis","(Regan, 1904)","3",NA,NA,NA,NA,NA,NA,NA,"demersal",0.45,86
"Galeus polli","Cadenat, 1959","3",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.45,460
"Amblyraja frerichsi","(Krefft, 1968)","3",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.91,1605
"Urolophus aurantiacus","Müller &amp; Henle, 1841","3",NA,NA,NA,NA,NA,NA,NA,"demersal",0.4,NA
"Gymnura poecilura","(Shaw, 1804)","3",0.1,0,22.45,46,NA,NA,NA,"demersal",2.5,NA
"Dipturus crosnieri","(Séret, 1989)","3",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.61,575
"Myliobatis chilensis","Philippi, 1892","3",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",NA,NA
"Myliobatis longirostris","Applegate &amp; Fitch, 1964","3",3.1,13.7,37.8699998856,35,NA,3.9,NA,"benthopelagic",0.95,NA
"Myliobatis peruvianus","Garman, 1913","3",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",1.245,50.5
"Telatrygon acutirostra","(Nishida &amp; Nakaya, 1988)","3",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1060999966,97.5
"Hemitrygon izuensis","(Nishida &amp; Nakaya, 1988)","3",NA,NA,NA,NA,NA,NA,NA,"demersal",0.4181999969,15
"Hypanus longus","(Garman, 1880)","3",NA,NA,NA,NA,NA,NA,NA,"reef-associated",2.6,NA
"Acroteriobatus annulatus","(Müller &amp; Henle, 1841)","3",NA,NA,NA,NA,NA,NA,NA,"demersal",1.4,NA
"Pseudobatos leucorhynchus","(Günther, 1867)","3",NA,NA,NA,NA,NA,NA,NA,"demersal",1.18,5
"Zapteryx xyster","Jordan &amp; Evermann, 1896","3",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.78,NA
"Mobula munkiana","Notarbartolo-di-Sciara, 1987","3",2.8,13.8,34.7099995613,36,NA,3.8,NA,"pelagic-oceanic",2.2,NA
"Somniosus microcephalus","(Bloch &amp; Schneider, 1801)","3",NA,NA,NA,NA,NA,NA,775000,"benthopelagic",4.27,1496
"Bythaelurus canescens","(Günther, 1878)","3",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.7,475
"Diplobatis colombiensis","Fechhelm &amp; McEachran, 1984","3",NA,NA,NA,NA,NA,NA,NA,"demersal",0.17,65
"Diplobatis guamachensis","Martín Salazar, 1957","3",NA,NA,NA,NA,NA,NA,NA,"demersal",0.2,107.5
"Narcine brevilabiata","Bessednov, 1966","3",NA,NA,NA,NA,NA,NA,NA,"demersal",0.32,45
"Bathyraja albomaculata","(Norman, 1937)","3",1.1,3.3,17.4667,14,NA,3.8,NA,"demersal",0.144,NA
"Chimaera monstrosa","Linnaeus,1758","3",NA,NA,NA,NA,"carnivorous",3.5,2500,"bathydemersal",0.8,300
"Urobatis tumbesensis","(Chirichigno F. &amp; McEachran, 1979)","3",NA,NA,NA,NA,NA,NA,NA,"demersal",0.345,NA
"Narcine leoparda","Carvalho, 2001","3",NA,NA,NA,NA,NA,NA,54.90000153,"demersal",0.165,22.5
"Pseudobatos prahli","(Acero P. &amp; Franke, 1995)","3",NA,NA,NA,NA,NA,NA,1350,"demersal",0.9,NA
"Torpedo marmorata","Risso, 1810","3",NA,NA,NA,NA,"piscivorous",4.5,3000,"reef-associated",0.7,55
"Myliobatis tobijei","Bleeker, 1854","3",3.2,15.2,11.174200058,2,NA,3.5,NA,"demersal",1.5,NA
"Oxynotus paradoxus","Frade, 1929","3",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",1.2,492.5
"Scymnodon ichiharai","Yano &amp; Tanaka, 1984","3",NA,NA,NA,NA,NA,NA,NA,"bathypelagic",NA,650
"Hemitriakis complicofasciata","Takahashi &amp; Nakaya, 2004","3",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.81,NA
"Etmopterus spinax","(Linnaeus, 1758)","3",0.1,0,97.8083343506,60,"carnivorous",4.1,850,"bathydemersal",0.4,1035
"Urotrygon simulatrix","Miyake &amp; McEachran, 1988","3",3.2,11.8,1,1,NA,NA,NA,"demersal",0.267,NA
"Torpedo torpedo","(Linnaeus, 1758)","3",6.3,25.9,NA,NA,"carnivorous",4.5,NA,"demersal",0.55,50.5
"Squalus hemipinnis","White, Last &amp; Yearsley, 2007","3",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.5220000076,50.5
"Dasyatis pastinaca","(Linnaeus, 1758)","3",0.1,0,100.281387329,210,NA,4,NA,"demersal",0.57,NA
"Malacoraja senta","(Garman, 1885)","3",3.1,13,57.2299995422,71,NA,3.5,NA,"bathydemersal",0.61,NA
"Scyliorhinus stellaris","(Linnaeus, 1758)","3",4.2,20.7,67.5000009537,35,"carnivorous",4,NA,"reef-associated",1.1,35
"Mustelus punctulatus","Risso, 1827","3",NA,NA,NA,NA,NA,NA,NA,"demersal",1.9,NA
"Okamejei meerdervoortii","(Bleeker, 1860)","3",NA,NA,NA,NA,NA,NA,NA,"demersal",0.37,80
"Leucoraja wallacei","(Hulley, 1970)","3",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",1,260
"Zanobatus schoenleinii","(Müller &amp; Henle, 1841)","3",NA,NA,NA,NA,NA,NA,1400,"demersal",1,NA
"Narcine lingula","Richardson, 1846","3",NA,NA,NA,NA,NA,NA,NA,"demersal",0.35,NA
"Okamejei hollandi","(Jordan &amp; Richardson, 1909)","3",1.4,5.5,3.5699996948,5,NA,4,NA,"demersal",0.42,NA
"Amblyraja radiata","(Donovan, 1808)","3",5.5,26.2,115.309997559,105,NA,4,11400,"demersal",1.05,NA
"Narcine maculata","(Shaw, 1804)","3",0.1,0,86.6481246948,17,NA,NA,NA,"demersal",0.335,NA
"Mustelus widodoi","White &amp; Last, 2006","3",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",NA,90
"Narke dipterygia","(Bloch &amp; Schneider, 1801)","3",NA,NA,NA,NA,NA,NA,NA,"demersal",0.18,NA
"Hemitrygon laevigata","(Chu, 1960)","3",NA,NA,NA,NA,NA,NA,NA,"demersal",0.37,NA
"Benthobatis yangi","Carvalho, Compagno &amp; Ebert, 2003","3",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.215,NA
"Gymnura japonica","(Temminck &amp; Schlegel, 1850)","3",0.1,0,60.9933013916,108,NA,3.8,NA,"demersal",1,NA
"Okamejei acutispina","(Ishiyama, 1958)","3",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,74
"Paragaleus leucolomatus","Compagno &amp; Smale, 1985","3",NA,NA,NA,NA,NA,NA,NA,"demersal",0.96,10.5
"Okamejei kenojei","(Müller &amp; Henle, 1841)","3",2.6,10.1,22.1033325195,22,NA,4.1,750,"demersal",0.34,NA
"Bathyraja irrasa","Hureau &amp; Ozouf-Costaz, 1980","3",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",1.2,891.5
"Rhizoprionodon longurio","(Jordan &amp; Gilbert, 1882)","3",3,13.7,60.5,91,NA,4.2,NA,"benthopelagic",1.1,NA
"Haploblepharus kistnasamyi","Human &amp; Compagno, 2006","3",NA,NA,NA,NA,NA,NA,NA,"bathypelagic",NA,NA
"Cirrhoscyllium formosanum","Teng, 1959","3",NA,NA,NA,NA,NA,NA,NA,"demersal",0.39,215
"Narcine entemedor","Jordan &amp; Starks, 1895","3",0.1,0,36.3800001144,108,NA,3,NA,"demersal",0.762,NA
"Okamejei schmidti","(Ishiyama, 1958)","3",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,45
"Proscyllium habereri","Hilgendorf, 1904","3",NA,NA,NA,NA,NA,NA,NA,"demersal",0.57,75
"Okamejei boesemani","(Ishihara, 1987)","3",NA,NA,NA,NA,NA,NA,NA,"demersal",0.55,80
"Hemitrygon navarrae","(Steindachner, 1892)","3",NA,NA,NA,NA,NA,NA,NA,"demersal",0.32,NA
"Temera hardwickii","Gray, 1831","3",0.1,0,9.6266696453,7,NA,NA,NA,"demersal",0.46,NA
"Pastinachus ater","(Macleay, 1883)","3",NA,NA,NA,NA,NA,NA,NA,"reef-associated",2,NA
"Squalus acanthias","Linnaeus, 1758","3",8.6,41.7,118.303783417,359,"carnivorous",4.4,9100,"benthopelagic",0.9,105
"Lachnolaimus maximus","(Walbaum, 1792)","3",7,31.9,31.67723,35,NA,3.9,11000,"reef-associated",0.91,NA
"Hippocampus comes","Cantor, 1849","3",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.1870000076,22.5
"Cynoscion othonopterus","Jordan &amp; Gilbert, 1882","3",NA,NA,NA,NA,NA,NA,2430,"benthopelagic",0.7,NA
"Odontoscion eurymesops","(Heller &amp; Snodgrass, 1903)","3",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.25,16.5
"Pseudotolithus senegallus","(Cuvier, 1830)","3",7,36.3,27.95,30,NA,3.9,12500,"demersal",2.3,NA
"Umbrina cirrosa","(Linnaeus, 1758)","3",2.4,10.3,54.6833,47,"carnivorous",3.4,3100,"demersal",0.7,27.5
"Umbrina galapagorum","Steindachner, 1878","3",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.45,NA
"Dipulus norfolkanus","Machida, 1993","3",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.07300000191,7.5
"Tenualosa toli","(Valenciennes, 1847)","3",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.6,NA
"Neoopisthopterus cubanus","Hildebrand, 1948","3",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.15,NA
"Styracura pacifica","(Beebe &amp; Tee-Van, 1941)","3",NA,NA,NA,NA,NA,NA,NA,"demersal",1.5,NA
"Gobiodon aoyagii","Shibukawa, Suzuki &amp; Aizawa, 2013","3",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.03470000029,6
"Epinephelus itajara","(Lichtenstein, 1822)","3",4.4,23,57.5334,124,NA,4.1,455000,"reef-associated",2.5,NA
"Eviota pamae","Allen, Brooks &amp; Erdmann, 2013","3",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.01769999981,NA
"Clidoderma asperrimum","(Temminck &amp; Schlegel, 1846)","3",3.6,15.1,25.4333,103,NA,3.7,4400,"demersal",0.62,NA
"Eopsetta grigorjewi","(Herzenstein, 1890)","3",NA,NA,NA,NA,NA,NA,NA,"demersal",0.6,692.5
"Platichthys bicoloratus","(Basilewsky, 1855)","3",NA,NA,NA,NA,NA,NA,NA,"demersal",0.5,NA
"Verasper moseri","Jordan &amp; Gilbert, 1898","3",NA,NA,NA,NA,NA,NA,4000,"demersal",0.7,450.5
"Champsocephalus esox","(Günther, 1861)","3",NA,NA,NA,NA,NA,NA,NA,"demersal",0.35,150
"Paralichthys patagonicus","Jordan, 1889","3",1.9,7.5,32.9667,29,NA,3.9,NA,"demersal",0.48,NA
"Platyrhina hyugaensis","Iwatsuki, Miyamoto &amp; Nakaya, 2011","3",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",NA,25.5
"Platyrhina tangi","Iwatsuki, Zhang &amp; Nakaya, 2011","3",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.68,NA
"Dipturus chinensis","(Basilewsky, 1855)","3",NA,NA,NA,NA,NA,NA,NA,"demersal",0.68,NA
"Carcharhinus amboinensis","(Müller &amp; Henle, 1839)","3",NA,NA,NA,NA,NA,NA,NA,"reef-associated",2.8,75
"Triaenodon obesus","(Rüppell, 1837)","3",NA,NA,NA,NA,NA,NA,18250,"reef-associated",2.13,165.5
"Nebrius ferrugineus","(Lesson, 1831)","3",2.9,15.3,48.4801902771,230,NA,4.1,NA,"reef-associated",3.2,NA
"Chaenogaleus macrostoma","(Bleeker, 1852)","3",0.1,0,16.0333328247,31,NA,4.2,NA,"demersal",1,NA
"Paragaleus randalli","Compagno, Krupp &amp; Carpenter, 1996","3",NA,NA,NA,NA,NA,NA,NA,"demersal",0.4829999924,9.5
"Ctenogobius claytonii","(Meek, 1902)","3",NA,NA,NA,NA,NA,NA,NA,"demersal",0.05800000191,NA
"Megalops atlanticus","Valenciennes, 1847","3",5.7,28.2,64.3217,87,NA,4.5,161000,"reef-associated",2.5,NA
"Okamejei cairae","Last, Fahmi &amp; Ishihara, 2010","3",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.36,NA
"Rhinobatos ranongensis","Last, Séret &amp; Naylor, 2019","3",NA,NA,NA,NA,NA,NA,NA,"demersal",0.645,49.5
"Anguilla luzonensis","Watanabe, Aoyama &amp; Tsukamoto, 2009","3",NA,NA,NA,NA,NA,NA,NA,"demersal",1,NA
"Notarius neogranatensis","(Acero P. &amp; Betancur-R., 2002)","3",2.7,10.5,1,1,NA,NA,NA,"demersal",0.36,NA
"Pateobatis jenkinsii","(Annandale, 1909)","3",NA,NA,NA,NA,NA,NA,NA,"demersal",1.3,41.5
"Sanopus astrifer","(Robins &amp; Starck, 1965)","3",NA,NA,NA,NA,NA,NA,NA,"reef-associated",NA,NA
"Urogymnus granulatus","(Macleay, 1883)","3",NA,NA,NA,NA,NA,NA,NA,"reef-associated",1.41,43
"Narcine atzi","Carvalho &amp; Randall, 2003","3",NA,NA,NA,NA,NA,NA,NA,"demersal",0.36,NA
"Narcine timlei","(Bloch &amp; Schneider, 1801)","3",0.1,0,42.8099994659,69,NA,NA,NA,"demersal",0.38,NA
"Plectropomus areolatus","(Rüppell, 1830)","3",4.4,19.1,48.2897,123,NA,4.5,NA,"reef-associated",0.73,NA
"Hemiscyllium galei","Allen &amp; Erdmann, 2008","3",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.5675,13.5
"Hemiscyllium henryi","Allen &amp; Erdmann, 2008","3",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.7830000305,16.5
"Hemiscyllium michaeli","Allen &amp; Dudgeon, 2010","3",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.695,11
"Hemiscyllium strahani","Whitley, 1967","3",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.8,10.5
"Myliobatis freminvillei","Lesueur, 1824","3",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",1,50
"Narke japonica","(Temminck &amp; Schlegel, 1850)","3",0.1,0,20.3383340836,30,NA,3.5,NA,"reef-associated",0.4,NA
"Carcharhinus albimarginatus","(Rüppell, 1837)","3",NA,NA,NA,NA,NA,NA,162200,"reef-associated",3,400.5
"Carcharhinus falciformis","(Bibron, 1839)","3",6,32,77.1033344269,304,"carnivorous",4.5,346000,"reef-associated",3,25.5
"Lithognathus lithognathus","(Cuvier, 1829)","4",6.1,28.6,15.1319,25,NA,2.9,NA,"benthopelagic",2,NA
"Menidia conchorum","Hildebrand &amp; Ginsburg, 1927","4",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.05,NA
"Pseudobatos percellens","(Walbaum, 1792)","4",NA,NA,NA,NA,NA,NA,955.0999756,"demersal",1,55
"Carcharhinus acronotus","(Poey, 1860)","4",NA,NA,NA,NA,NA,NA,18860,"reef-associated",2,36.5
"Mobula hypostoma","(Bancroft, 1831)","4",3,13.7,74.2140007019,41,NA,3.8,NA,"pelagic-neritic",1.2,NA
"Petrus rupestris","(Valenciennes, 1830)","4",NA,NA,NA,NA,NA,NA,80000,"demersal",2,NA
"Chrysoblephus gibbiceps","(Valenciennes, 1830)","4",NA,NA,NA,NA,NA,NA,5800,"demersal",0.75,35
"Clinus latipennis","Valenciennes, 1836","4",NA,NA,NA,NA,NA,NA,NA,"demersal",0.12,NA
"Springeratus polyporatus","Fraser, 1972","4",NA,NA,NA,NA,NA,NA,NA,"demersal",0.0496999979,7.5
"Elacatinus atronasus","(Böhlke &amp; Robins, 1968)","4",NA,NA,NA,NA,NA,NA,NA,"reef-associated",NA,NA
"Elacatinus jarocho","Taylor &amp; Akins, 2007","4",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.02720000029,14
"Gobiosoma spilotum","(Ginsburg, 1939)","4",NA,NA,NA,NA,NA,NA,NA,"demersal",0.02700000048,NA
"Halichoeres burekae","Weaver &amp; Rocha, 2007","4",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.07739999771,NA
"Neopomacentrus aquadulcis","Jenkins &amp; Allen, 2002","4",NA,NA,NA,NA,NA,NA,NA,"demersal",0.065,2
"Sicyopterus eudentatus","Parenti &amp; Maciolek, 1993","4",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1014999962,NA
"Takifugu plagiocellatus","Li, 2002","4",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1094999981,NA
"Chelonodon pleurospilus","(Regan, 1919)","4",NA,NA,NA,NA,NA,NA,NA,"demersal",0.2,NA
"Canthigaster cyanetron","Randall &amp; Cea Egaña, 1989","4",NA,NA,NA,NA,NA,NA,NA,"demersal",0.07099999905,26
"Canthigaster sanctaehelenae","(Günther, 1870)","4",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.06710000038,25
"Rhincodon typus","Smith, 1828","4",9,58.8,86.5833320618,343,NA,3.6,3.4e+07,"pelagic-oceanic",20,NA
"Sanopus reticulatus","Collette, 1983","4",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Canthigaster rapaensis","Allen &amp; Randall, 1977","4",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.07800000191,NA
"Carcharhinus obscurus","(Lesueur, 1818)","4",NA,NA,NA,NA,"carnivorous",4.3,346540,"reef-associated",3.5,200.5
"Carcharhinus plumbeus","(Nardo, 1827)","4",9.1,50.9,88.75,304,"carnivorous",4.5,117930,"benthopelagic",2.5,50.5
"Centrophorus granulosus","(Bloch &amp; Schneider, 1801)","4",11,57.8,98.4166660309,243,"carnivorous",4.1,NA,"bathydemersal",1,630
"Isurus oxyrinchus","Rafinesque, 1810","4",NA,NA,NA,NA,"carnivorous",4.5,505760,"pelagic-oceanic",3,370.5
"Echinorhinus brucus","(Bonnaterre, 1788)","4",0.1,0,100.533224106,262,"carnivorous",4.4,NA,"bathydemersal",2,455
"Squalus mitsukurii","Jordan &amp; Snyder, 1903","4",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.8980000305,314.5
"Dasyatis hypostigma","Santos &amp; Carvalho, 2004","4",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.65,42.5
"Styracura schmardae","(Werner, 1904)","4",NA,NA,NA,NA,NA,NA,NA,"demersal",2,NA
"Mustelus higmani","Springer &amp; Lowe, 1963","4",NA,NA,NA,NA,NA,NA,NA,"demersal",0.7,450.5
"Carcharhinus signatus","(Poey, 1868)","4",4.7,23.4,80.875,110,NA,4.5,76650,"benthopelagic",2.8,NA
"Isurus paucus","Guitart, 1966","4",NA,NA,NA,NA,NA,NA,NA,"pelagic-oceanic",4.27,876
"Atlantoraja cyclophora","(Regan, 1903)","4",3.5,15.1,23.6033344269,26,NA,3.5,NA,"demersal",0.74,NA
"Zapteryx brevirostris","(Müller &amp; Henle, 1841)","4",1.6,6.4,16.0200004578,15,NA,NA,758,"demersal",0.54,NA
