"genus_species","iucn_authority","iucn_category","lat_range","long_range","trophic_level","mature_age","longevity","diet","mass_g","length_m","depth_num","depth_zone"
"Engraulis japonicus","Temminck &amp; Schlegel, 1846","1",NA,NA,NA,NA,NA,NA,45,0.18,200,"pelagic-neritic"
"Etrumeus acuminatus","Gilbert, 1890","1",NA,NA,NA,NA,NA,NA,NA,0.3,NA,"pelagic-neritic"
"Arnoglossus bassensis","Norman, 1926","1",NA,NA,NA,NA,NA,NA,NA,0.25,40,"demersal"
"Arnoglossus elongatus","Weber, 1913","1",NA,NA,NA,NA,NA,NA,NA,0.11,113.5,"demersal"
"Arnoglossus fisoni","Ogilby, 1898","1",NA,NA,NA,NA,NA,NA,NA,0.13,38,"demersal"
"Arnoglossus micrommatus","Amaoka, Arai &amp; Gomon, 1997","1",NA,NA,NA,NA,NA,NA,NA,0.1310000038,32.5,"demersal"
"Arnoglossus muelleri","(Klunzinger, 1872)","1",NA,NA,NA,NA,NA,NA,NA,0.21,102.5,"demersal"
"Arnoglossus scapha","(Forster, 1801)","1",52.19880111,20,NA,3.6,13.5,NA,NA,0.281,NA,NA
"Arnoglossus waitei","Norman, 1926","1",NA,NA,NA,NA,NA,NA,NA,0.13,53,"demersal"
"Arnoglossus yamanakai","Fukui, Yamada &amp; Ozawa, 1988","1",NA,NA,NA,NA,NA,NA,NA,NA,25,"demersal"
"Chascanopsetta prognatha","Norman, 1939","1",NA,NA,NA,NA,NA,NA,NA,NA,522,"bathydemersal"
"Crossorhombus azureus","(Alcock, 1889)","1",59.16,75,3.5,2.1,7.2,NA,NA,0.18,NA,NA
"Crossorhombus kobensis","(Jordan &amp; Starks, 1906)","1",NA,NA,NA,NA,NA,NA,NA,0.12,162.5,"demersal"
"Engyprosopon annulatum","(Weber, 1913)","1",NA,NA,NA,NA,NA,NA,NA,NA,34,"demersal"
"Engyprosopon bleekeri","(Macleay, 1881)","1",NA,NA,NA,NA,NA,NA,NA,0.08399999619,23,"demersal"
"Engyprosopon mogkii","(Bleeker, 1854)","1",NA,NA,NA,NA,NA,NA,NA,0.11,95.5,"demersal"
"Engyprosopon multisquama","Amaoka, 1963","1",NA,NA,NA,NA,NA,NA,NA,0.1060000038,NA,"demersal"
"Kamoharaia megastoma","(Kamohara, 1936)","1",NA,NA,NA,NA,NA,NA,NA,0.225,NA,"bathydemersal"
"Laeops macrophthalmus","(Alcock, 1889)","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
"Laeops parviceps","G<fc>nther, 1880","1",NA,NA,NA,NA,NA,NA,NA,0.14,178,"demersal"
"Lophonectes gallus","G<fc>nther, 1880","1",NA,NA,NA,NA,NA,NA,NA,0.2,133,"demersal"
"Lophonectes mongonuiensis","(Regan, 1914)","1",NA,NA,NA,NA,NA,NA,NA,NA,40.5,"demersal"
"Parabothus taiwanensis","Amaoka &amp; Shen, 1993","1",NA,NA,NA,NA,NA,NA,NA,0.1480000019,NA,"demersal"
"Psettina gigantea","Amaoka, 1963","1",NA,NA,NA,NA,NA,NA,NA,0.13,89.5,"demersal"
"Psettina senta","Amaoka &amp; Larson, 1999","1",NA,NA,NA,NA,NA,NA,NA,0.0721999979,236.5,"demersal"
"Psettina tosana","Amaoka, 1963","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
"Psettina variegata","(Fowler, 1934)","1",NA,NA,NA,NA,NA,NA,NA,0.09199999809,99,"demersal"
"Tosarhombus octoculatus","Amaoka, 1969","1",NA,NA,NA,NA,NA,NA,NA,NA,350,"bathydemersal"
"Alosa chrysochloris","(Rafinesque, 1820)","1",13.5503,18,3.9,3.3,4,"piscivorous",1700,0.5,NA,"pelagic"
"Ilisha compressa","Randall, 1994","1",NA,NA,NA,NA,NA,NA,NA,0.2379999924,9,"pelagic-neritic"
"Symphurus trewavasae","Chabanaud, 1948","1",NA,NA,NA,NA,NA,NA,NA,0.1820000076,98.5,"demersal"
"Etmopterus benchleyi","V<e1>squez, Ebert &amp; Long, 2015","1",NA,NA,NA,NA,NA,NA,NA,0.325,1139.5,"pelagic-oceanic"
"Bythaelurus giddingsi","McCosker, Long &amp; Baldwin, 2012","1",NA,NA,NA,NA,NA,NA,NA,0.4529999924,495,"bathypelagic"
"Notoraja martinezi","Concha, Ebert &amp; Long, 2016","1",NA,NA,NA,NA,NA,NA,NA,0.475,1364,"bathydemersal"
"Urobatis pardalis","Del Moral-Flores, Angula, L<f3>pez &amp; Bussing, 2015","1",NA,NA,NA,NA,NA,NA,NA,0.4620000076,12.5,"benthopelagic"
"Scophthalmus rhombus","(Linnaeus, 1758)","1",46.7685,82,4.4,3,5.7,"benthivorous",8000,0.46,36,"demersal"
"Scophthalmus rhombus","(Linnaeus, 1758)","1",46.7685,82,4.4,3,5.7,"benthivorous",8000,0.46,36,"demersal"
"Scophthalmus rhombus","(Linnaeus, 1758)","1",46.7685,82,4.4,3,5.7,"benthivorous",8000,0.46,36,"demersal"
"Scophthalmus rhombus","(Linnaeus, 1758)","1",46.7685,82,4.4,3,5.7,"benthivorous",8000,0.46,36,"demersal"
"Scophthalmus rhombus","(Linnaeus, 1758)","1",46.7685,82,4.4,3,5.7,"benthivorous",8000,0.46,36,"demersal"
"Scophthalmus maximus","(Linnaeus, 1758)","1",NA,NA,4.4,4,25,"benthivorous",25000,0.815,36,"demersal"
"Scophthalmus maximus","(Linnaeus, 1758)","1",NA,NA,4.4,4,25,"benthivorous",25000,0.815,36,"demersal"
"Scophthalmus maximus","(Linnaeus, 1758)","1",NA,NA,4.4,4,25,"benthivorous",25000,0.815,36,"demersal"
"Scophthalmus maximus","(Linnaeus, 1758)","1",NA,NA,4.4,4,25,"benthivorous",25000,0.815,36,"demersal"
"Scophthalmus maximus","(Linnaeus, 1758)","1",NA,NA,4.4,4,25,"benthivorous",25000,0.815,36,"demersal"
"Scophthalmus maximus","(Linnaeus, 1758)","1",NA,NA,4.4,4,25,"benthivorous",25000,0.815,36,"demersal"
"Scophthalmus maximus","(Linnaeus, 1758)","1",NA,NA,4.4,4,25,"benthivorous",25000,0.815,36,"demersal"
"Lepidorhombus whiffiagonis","(Walbaum, 1792)","1",37.45,46,4.3,2.8,16,"benthivorous",NA,0.47,225,"bathydemersal"
"Lepidorhombus whiffiagonis","(Walbaum, 1792)","1",37.45,46,4.3,2.8,16,"benthivorous",NA,0.47,225,"bathydemersal"
"Lepidorhombus whiffiagonis","(Walbaum, 1792)","1",37.45,46,4.3,2.8,16,"benthivorous",NA,0.47,225,"bathydemersal"
"Lepidorhombus whiffiagonis","(Walbaum, 1792)","1",37.45,46,4.3,2.8,16,"benthivorous",NA,0.47,225,"bathydemersal"
"Lepidorhombus whiffiagonis","(Walbaum, 1792)","1",37.45,46,4.3,2.8,16,"benthivorous",NA,0.47,225,"bathydemersal"
"Lepidorhombus whiffiagonis","(Walbaum, 1792)","1",37.45,46,4.3,2.8,16,"benthivorous",NA,0.47,225,"bathydemersal"
"Lepidorhombus whiffiagonis","(Walbaum, 1792)","1",37.45,46,4.3,2.8,16,"benthivorous",NA,0.47,225,"bathydemersal"
"Lepidorhombus boscii","(Risso, 1810)","1",26.429,36,3.7,1,13,"benthivorous",NA,0.35,275,"demersal"
"Lepidorhombus boscii","(Risso, 1810)","1",26.429,36,3.7,1,13,"benthivorous",NA,0.35,275,"demersal"
"Lepidorhombus boscii","(Risso, 1810)","1",26.429,36,3.7,1,13,"benthivorous",NA,0.35,275,"demersal"
"Lepidorhombus boscii","(Risso, 1810)","1",26.429,36,3.7,1,13,"benthivorous",NA,0.35,275,"demersal"
"Lepidorhombus boscii","(Risso, 1810)","1",26.429,36,3.7,1,13,"benthivorous",NA,0.35,275,"demersal"
"Lepidorhombus boscii","(Risso, 1810)","1",26.429,36,3.7,1,13,"benthivorous",NA,0.35,275,"demersal"
"Lepidorhombus boscii","(Risso, 1810)","1",26.429,36,3.7,1,13,"benthivorous",NA,0.35,275,"demersal"
"Samariscus huysmani","Weber, 1913","1",NA,NA,NA,NA,NA,NA,NA,0.115,93.5,"demersal"
"Mugilogobius notospilus","(G<fc>nther, 1877)","1",NA,NA,NA,NA,NA,NA,NA,0.03,2.5,"demersal"
"Planiliza ordensis","(Whitley, 1945)","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
"Planiliza alata","(Steindachner 1892)","1",NA,NA,NA,NA,NA,NA,NA,0.75,NA,"benthopelagic"
"Citharoides macrolepidotus","Hubbs, 1915","1",NA,NA,NA,NA,NA,NA,NA,0.29,196,"demersal"
"Cynoglossus broadhursti","Waite, 1905","1",NA,NA,NA,NA,NA,NA,NA,0.245,NA,"demersal"
"Cynoglossus interruptus","G<fc>nther, 1880","1",NA,NA,NA,NA,NA,NA,NA,0.1010000038,100,"demersal"
"Cynoglossus itinus","(Snyder, 1909)","1",NA,NA,NA,NA,NA,NA,NA,0.14,NA,"demersal"
"Cynoglossus joyneri","G<fc>nther, 1878","1",28.15,24,NA,3.9,14.9,NA,NA,0.24,NA,NA
"Cynoglossus maculipinnis","Rendahl, 1921","1",NA,NA,NA,NA,NA,NA,NA,0.15,NA,"demersal"
"Cynoglossus nigropinnatus","Ochiai, 1963","1",NA,NA,NA,NA,NA,NA,NA,0.2,NA,"demersal"
"Cynoglossus ochiaii","Yokogawa, Endo &amp; Sakaji, 2008","1",NA,NA,NA,NA,NA,NA,NA,0.18,135,"demersal"
"Cynoglossus ogilbyi","Norman, 1926","1",NA,NA,NA,NA,NA,NA,NA,0.1860000038,NA,"demersal"
"Cynoglossus robustus","G<fc>nther, 1873","1",14.63,15,NA,4.2,16.7,NA,NA,0.4,NA,NA
"Cynoglossus suyeni","Fowler, 1934","1",NA,NA,NA,NA,NA,NA,NA,0.275,298.5,"bathydemersal"
"Paraplagusia japonica","(Temminck &amp; Schlegel, 1846)","1",1.71,4,3.2,3.8,14.9,NA,NA,0.35,NA,NA
"Paraplagusia longirostris","Chapleau, Renaud &amp; Kailola, 1991","1",NA,NA,NA,NA,NA,NA,NA,0.2762000084,49,"demersal"
"Paraplagusia sinerama","Chapleau &amp; Renaud, 1993","1",NA,NA,NA,NA,NA,NA,NA,0.2795000076,25,"demersal"
"Symphurus ginsburgi","Menezes &amp; Benvegn<fa>, 1976","1",NA,NA,NA,NA,NA,NA,NA,0.09,201.5,"bathydemersal"
"Symphurus orientalis","(Bleeker, 1879)","1",21.9286,22,NA,1.5,4.6,NA,NA,0.1,NA,NA
"Gobiodon fuscoruber","Herler, Bogorodsky &amp; Suzuki, 2013","1",NA,NA,NA,NA,NA,NA,NA,0.03670000076,NA,"reef-associated"
"Yarica hyalosoma","(Bleeker, 1852)","1",NA,NA,NA,NA,NA,NA,NA,0.17,1,"demersal"
"Exyrias puntang","(Bleeker, 1851)","1",NA,NA,NA,NA,NA,NA,NA,0.1620000076,2.5,"reef-associated"
"Eugnathogobius variegatus","(Peters, 1868)","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
"Mugilogobius platystoma","(G<fc>nther, 1872)","1",NA,NA,NA,NA,NA,NA,NA,0.05,NA,"demersal"
"Redigobius tambujon","(Bleeker, 1854)","1",NA,NA,NA,NA,NA,NA,NA,0.045,2.5,"benthopelagic"
"Chelonodon patoca","(Hamilton, 1822)","1",50.9333,114,3.1,2.7,10.5,NA,NA,0.38,NA,NA
"Symphurus jenynsi","Evermann &amp; Kendall, 1906","1",NA,NA,NA,NA,NA,NA,NA,0.3189999962,100,"demersal"
"Eviota abax","(Jordan &amp; Snyder, 1901)","1",NA,NA,NA,NA,NA,NA,NA,0.04,NA,"reef-associated"
"Eviota algida","Greenfield &amp; Erdmann, 2014","1",NA,NA,NA,NA,NA,NA,NA,0.01649999976,31,"reef-associated"
"Eviota asymbasia","Greenfield &amp; Jewett, 2016","1",NA,NA,NA,NA,NA,NA,NA,0.01679999948,7.5,"reef-associated"
"Eviota bimaculata","Lachner &amp; Karnella, 1980","1",NA,NA,NA,NA,NA,NA,NA,0.025,NA,"reef-associated"
"Eviota epistigmata","Greenfield &amp; Jewett, 2014","1",NA,NA,NA,NA,NA,NA,NA,0.01549999952,3,"pelagic-neritic"
"Eviota inutilis","Whitley, 1943","1",NA,NA,NA,NA,NA,NA,NA,0.02039999962,NA,"reef-associated"
"Eviota kermadecensis","Hoese &amp; Stewart, 2012","1",NA,NA,NA,NA,NA,NA,NA,0.02099999905,14.5,"benthopelagic"
"Eviota korechika","Shibukawa &amp; Suzuki, 2005","1",NA,NA,NA,NA,NA,NA,NA,0.02440000057,30,"benthopelagic"
"Eviota lateritea","Greenfield &amp; Winterbottom, 2016","1",NA,NA,NA,NA,NA,NA,NA,0.01600000024,18,"reef-associated"
"Eviota maculibotella","Greenfield &amp; Winterbottom, 2016","1",NA,NA,NA,NA,NA,NA,NA,0.01580000043,4,"reef-associated"
"Eviota masudai","Matsuura &amp; Senou, 2006","1",NA,NA,NA,NA,NA,NA,NA,0.0324000001,33,"reef-associated"
"Eviota natalis","Allen, 2007","1",NA,NA,NA,NA,NA,NA,NA,0.02119999886,11.5,"demersal"
"Eviota punyit","Tornabene, Valdez &amp; Erdmann, 2016","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"reef-associated"
"Eviota readerae","Gill &amp; Jewett, 2004","1",NA,NA,NA,NA,NA,NA,NA,0.01789999962,15,"reef-associated"
"Oligolepis acutipennis","(Valenciennes, 1837)","1",NA,NA,NA,NA,NA,NA,NA,0.15,NA,"demersal"
"Redigobius balteatus","(Herre, 1935)","1",NA,NA,NA,NA,NA,NA,NA,0.03799999952,2.5,"benthopelagic"
"Mulloidichthys ayliffe","Uiblein, 2011","1",NA,NA,NA,NA,NA,NA,NA,0.245,18,"reef-associated"
"Upeneus pori","Ben-Tuvia &amp; Golani, 1989","1",NA,NA,4.4,NA,NA,"carnivorous",NA,0.07,25.5,NA
"Apeltes quadracus","(Mitchill, 1815)","1",13.1019,30,3.2,1.5,3,"benthivorous",NA,0.064,NA,"benthopelagic"
"Chanos chanos","(Forssk<e5>l, 1775)","1",66.665,250,2,5.9,29.1,NA,14000,1.8,NA,NA
"Etropus longimanus","Norman, 1933","1",NA,NA,NA,NA,NA,NA,NA,0.155,NA,"demersal"
"Etropus microstomus","(Gill, 1864)","1",NA,NA,NA,0.8,1.2,"benthivorous",NA,0.13,NA,"demersal"
"Etropus microstomus","(Gill, 1864)","1",NA,NA,NA,0.8,1.2,"benthivorous",NA,0.13,NA,"demersal"
"Etropus microstomus","(Gill, 1864)","1",NA,NA,NA,0.8,1.2,"benthivorous",NA,0.13,NA,"demersal"
"Etropus microstomus","(Gill, 1864)","1",NA,NA,NA,0.8,1.2,"benthivorous",NA,0.13,NA,"demersal"
"Scorpaena hemilepidota","Fowler, 1938","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
"Anguilla reinhardtii","Steindachner, 1867","1",30.2967,18,3.6,19,96.7,NA,22000,1.65,NA,NA
"Upeneus randalli","Uiblein &amp; Heemstra, 2011","1",NA,NA,NA,NA,NA,NA,NA,0.1010000038,NA,"demersal"
"Ancylopsetta dendritica","Gilbert 1890","1",NA,NA,NA,NA,NA,NA,NA,0.35,59,"demersal"
"Etropus ectenes","Jordan 1889","1",NA,NA,NA,NA,NA,NA,NA,0.2,NA,"demersal"
"Hippoglossina macrops","Steindachner 1876","1",NA,NA,NA,NA,NA,NA,NA,NA,317.5,"demersal"
"Hippoglossina tetrophthalma","(Gilbert 1890)","1",NA,NA,NA,NA,NA,NA,NA,0.36,NA,"demersal"
"Syacium latifrons","(Jordan &amp; Gilbert, 1882)","1",NA,NA,NA,NA,NA,NA,NA,0.28,60,"demersal"
"Syacium longidorsale","Murakami &amp; Amaoka, 1992","1",NA,NA,NA,NA,NA,NA,NA,0.15,25.5,"demersal"
"Syacium ovale","(G<fc>nther, 1864)","1",NA,NA,NA,NA,NA,NA,NA,0.23,35,"demersal"
"Arnoglossus rueppelii","(Cocco, 1844)","1",8.4042,15,4,1.5,7,"benthivorous",NA,0.15,375,"demersal"
"Bothus leopardinus","(G<fc>nther, 1862)","1",NA,NA,NA,NA,NA,NA,NA,0.235,88,"demersal"
"Bothus mancus","(Broussonet, 1782)","1",NA,NA,NA,NA,NA,NA,1750,0.51,76.5,"reef-associated"
"Chascanopsetta crumenalis","(Gilbert &amp; Cramer, 1897)","1",NA,NA,NA,NA,NA,NA,NA,NA,541.5,"bathydemersal"
"Engyophrys sanctilaurentii","Jordan &amp; Bollman, 1890","1",NA,NA,NA,NA,NA,NA,NA,0.2,139,"demersal"
"Monolene maculipinna","Garman 1899","1",NA,NA,NA,NA,NA,NA,NA,0.18,294.5,"bathydemersal"
"Perissias taeniopterus","(Gilbert, 1890)","1",NA,NA,NA,NA,NA,NA,NA,0.11,101.5,"demersal"
"Eopsetta jordani","(Lockington, 1879)","1",28.2417,59,4,7.3,35,"generalist",3700,0.53,NA,"demersal"
"Eopsetta jordani","(Lockington, 1879)","1",28.2417,59,4,7.3,35,"generalist",3700,0.53,NA,"demersal"
"Eopsetta jordani","(Lockington, 1879)","1",28.2417,59,4,7.3,35,"generalist",3700,0.53,NA,"demersal"
"Eopsetta jordani","(Lockington, 1879)","1",28.2417,59,4,7.3,35,"generalist",3700,0.53,NA,"demersal"
"Eopsetta jordani","(Lockington, 1879)","1",28.2417,59,4,7.3,35,"generalist",3700,0.53,NA,"demersal"
"Lyopsetta exilis","(Jordan &amp; Gilbert 1880)","1",27.8735,49,3.4,4,20,"benthivorous",NA,0.35,NA,"bathydemersal"
"Lyopsetta exilis","(Jordan &amp; Gilbert 1880)","1",27.8735,49,3.4,4,20,"benthivorous",NA,0.35,NA,"bathydemersal"
"Lyopsetta exilis","(Jordan &amp; Gilbert 1880)","1",27.8735,49,3.4,4,20,"benthivorous",NA,0.35,NA,"bathydemersal"
"Lyopsetta exilis","(Jordan &amp; Gilbert 1880)","1",27.8735,49,3.4,4,20,"benthivorous",NA,0.35,NA,"bathydemersal"
"Lyopsetta exilis","(Jordan &amp; Gilbert 1880)","1",27.8735,49,3.4,4,20,"benthivorous",NA,0.35,NA,"bathydemersal"
"Paralichthodes algoensis","Gilchrist, 1902","1",NA,NA,NA,NA,NA,NA,NA,0.5,50.5,"demersal"
"Citharichthys sordidus","(Girard, 1854)","1",36.92,64,3.4,2.5,8,"generalist",NA,0.41,NA,"demersal"
"Citharichthys sordidus","(Girard, 1854)","1",36.92,64,3.4,2.5,8,"generalist",NA,0.41,NA,"demersal"
"Citharichthys sordidus","(Girard, 1854)","1",36.92,64,3.4,2.5,8,"generalist",NA,0.41,NA,"demersal"
"Citharichthys sordidus","(Girard, 1854)","1",36.92,64,3.4,2.5,8,"generalist",NA,0.41,NA,"demersal"
"Citharichthys xanthostigma","Gilbert, 1890","1",NA,NA,NA,2.5,7.5,"generalist",NA,0.25,NA,"demersal"
"Paralichthys brasiliensis","(Ranzani, 1842)","1",40.55,29,NA,3.5,16,NA,12000,1,NA,NA
"Paralichthys fernandezianus","Steindachner, 1903","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
"Paralichthys microps","(G<fc>nther, 1881)","1",NA,NA,NA,1.8,7,NA,798,0.41,NA,NA
"Pseudorhombus argus","Weber, 1913","1",NA,NA,NA,NA,NA,NA,NA,0.25,45.5,"demersal"
"Pseudorhombus cinnamoneus","(Temminck &amp; Schlegel, 1846)","1",NA,NA,NA,NA,NA,NA,NA,0.35,92,"demersal"
"Pseudorhombus diplospilus","Norman, 1926","1",NA,NA,NA,NA,NA,NA,NA,0.4,42.5,"demersal"
"Pseudorhombus jenynsii","(Bleeker, 1855)","1",NA,NA,NA,NA,NA,NA,1471,0.34,NA,"demersal"
"Pseudorhombus levisquamis","(Oshima, 1927)","1",NA,NA,NA,NA,NA,NA,NA,0.2673999977,NA,"demersal"
"Pseudorhombus megalops","Fowler, 1934","1",NA,NA,NA,NA,NA,NA,NA,0.22,235,"bathydemersal"
"Pseudorhombus neglectus","Bleeker, 1865","1",NA,NA,NA,NA,NA,NA,NA,0.25,35,"demersal"
"Pseudorhombus oculocirris","Amaoka, 1969","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
"Pseudorhombus oligodon","(Bleeker, 1854)","1",NA,NA,NA,NA,NA,NA,NA,0.3,35,"demersal"
"Pseudorhombus pentophthalmus","G<fc>nther, 1862","1",26.2,22,4,1.2,3.8,NA,208.6999969,0.18,NA,NA
"Pseudorhombus quinquocellatus","Weber &amp; de Beaufort, 1929","1",NA,NA,NA,NA,NA,NA,NA,0.2,NA,"demersal"
"Pseudorhombus spinosus","McCulloch, 1914","1",NA,NA,NA,NA,NA,NA,NA,0.3,NA,"demersal"
"Pseudorhombus tenuirastrum","(Waite, 1899)","1",NA,NA,NA,NA,NA,NA,NA,0.25,15,"demersal"
"Tarphops elegans","Amaoka, 1969","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
"Tarphops oligolepis","(Bleeker, 1858)","1",NA,NA,NA,NA,NA,NA,NA,0.06480000019,NA,"demersal"
"Thysanopsetta naresi","G<fc>nther, 1880","1",NA,NA,NA,NA,NA,NA,NA,0.1510000038,130,"demersal"
"Acanthopsetta nadeshnyi","Schmidt, 1904","1",5.6264,7,3.3,7.1,28.7,NA,1200,0.46,NA,NA
"Atheresthes evermanni","Jordan &amp; Starks, 1904","1",NA,NA,NA,6,33,"generalist",8500,1,NA,"demersal"
"Atheresthes evermanni","Jordan &amp; Starks, 1904","1",NA,NA,NA,6,33,"generalist",8500,1,NA,"demersal"
"Atheresthes evermanni","Jordan &amp; Starks, 1904","1",NA,NA,NA,6,33,"generalist",8500,1,NA,"demersal"
"Atheresthes evermanni","Jordan &amp; Starks, 1904","1",NA,NA,NA,6,33,"generalist",8500,1,NA,"demersal"
"Atheresthes evermanni","Jordan &amp; Starks, 1904","1",NA,NA,NA,6,33,"generalist",8500,1,NA,"demersal"
"Atheresthes evermanni","Jordan &amp; Starks, 1904","1",NA,NA,NA,6,33,"generalist",8500,1,NA,"demersal"
"Atheresthes evermanni","Jordan &amp; Starks, 1904","1",NA,NA,NA,6,33,"generalist",8500,1,NA,"demersal"
"Atheresthes evermanni","Jordan &amp; Starks, 1904","1",NA,NA,NA,6,33,"generalist",8500,1,NA,"demersal"
"Atheresthes evermanni","Jordan &amp; Starks, 1904","1",NA,NA,NA,6,33,"generalist",8500,1,NA,"demersal"
"Atheresthes stomias","(Jordan &amp; Gilbert, 1880)","1",63.097,237,4.3,6,20,"generalist",8600,0.84,NA,"demersal"
"Atheresthes stomias","(Jordan &amp; Gilbert, 1880)","1",63.097,237,4.3,6,23,"generalist",8600,0.84,NA,"demersal"
"Atheresthes stomias","(Jordan &amp; Gilbert, 1880)","1",63.097,237,4.3,6,23,"generalist",8600,0.84,NA,"demersal"
"Atheresthes stomias","(Jordan &amp; Gilbert, 1880)","1",63.097,237,4.3,6,20,"generalist",8600,0.84,NA,"demersal"
"Atheresthes stomias","(Jordan &amp; Gilbert, 1880)","1",63.097,237,4.3,6,23,"generalist",8600,0.84,NA,"demersal"
"Atheresthes stomias","(Jordan &amp; Gilbert, 1880)","1",63.097,237,4.3,6,23,"generalist",8600,0.84,NA,"demersal"
"Atheresthes stomias","(Jordan &amp; Gilbert, 1880)","1",63.097,237,4.3,6,20,"generalist",8600,0.84,NA,"demersal"
"Atheresthes stomias","(Jordan &amp; Gilbert, 1880)","1",63.097,237,4.3,6,23,"generalist",8600,0.84,NA,"demersal"
"Atheresthes stomias","(Jordan &amp; Gilbert, 1880)","1",63.097,237,4.3,6,23,"generalist",8600,0.84,NA,"demersal"
"Atheresthes stomias","(Jordan &amp; Gilbert, 1880)","1",63.097,237,4.3,6,20,"generalist",8600,0.84,NA,"demersal"
"Atheresthes stomias","(Jordan &amp; Gilbert, 1880)","1",63.097,237,4.3,6,23,"generalist",8600,0.84,NA,"demersal"
"Atheresthes stomias","(Jordan &amp; Gilbert, 1880)","1",63.097,237,4.3,6,23,"generalist",8600,0.84,NA,"demersal"
"Dexistes rikuzenius","Jordan &amp; Starks, 1904","1",NA,NA,NA,NA,NA,NA,NA,0.22,121,"demersal"
"Glyptocephalus zachirus","Lockington, 1879","1",28.395,116,3.2,6,27,"benthivorous",2000,0.6,NA,"demersal"
"Glyptocephalus zachirus","Lockington, 1879","1",28.395,116,3.2,6,27,"benthivorous",2000,0.6,NA,"demersal"
"Glyptocephalus zachirus","Lockington, 1879","1",28.395,116,3.2,6,27,"benthivorous",2000,0.6,NA,"demersal"
"Glyptocephalus zachirus","Lockington, 1879","1",28.395,116,3.2,6,27,"benthivorous",2000,0.6,NA,"demersal"
"Glyptocephalus zachirus","Lockington, 1879","1",28.395,116,3.2,6,27,"benthivorous",2000,0.6,NA,"demersal"
"Glyptocephalus zachirus","Lockington, 1879","1",28.395,116,3.2,6,27,"benthivorous",2000,0.6,NA,"demersal"
"Glyptocephalus zachirus","Lockington, 1879","1",28.395,116,3.2,6,27,"benthivorous",2000,0.6,NA,"demersal"
"Glyptocephalus zachirus","Lockington, 1879","1",28.395,116,3.2,6,27,"benthivorous",2000,0.6,NA,"demersal"
"Glyptocephalus zachirus","Lockington, 1879","1",28.395,116,3.2,6,27,"benthivorous",2000,0.6,NA,"demersal"
"Glyptocephalus zachirus","Lockington, 1879","1",28.395,116,3.2,6,27,"benthivorous",2000,0.6,NA,"demersal"
"Hippoglossoides dubius","Schmidt, 1904","1",12.7111,15,3.6,5.1,22,NA,NA,0.45,NA,NA
"Hippoglossoides elassodon","Jordan &amp; Gilbert, 1880","1",65.18,237,3.6,5.3,27,"generalist",1560,0.52,NA,"demersal"
"Hippoglossoides elassodon","Jordan &amp; Gilbert, 1880","1",65.18,237,3.6,5.3,27,"generalist",1560,0.48,NA,"demersal"
"Hippoglossoides elassodon","Jordan &amp; Gilbert, 1880","1",65.18,237,3.6,5.3,27,"generalist",1560,0.52,NA,"demersal"
"Hippoglossoides elassodon","Jordan &amp; Gilbert, 1880","1",65.18,237,3.6,5.3,27,"generalist",1560,0.52,NA,"demersal"
"Hippoglossoides elassodon","Jordan &amp; Gilbert, 1880","1",65.18,237,3.6,5.3,27,"generalist",1560,0.52,NA,"demersal"
"Hippoglossoides elassodon","Jordan &amp; Gilbert, 1880","1",65.18,237,3.6,5.3,27,"generalist",1560,0.52,NA,"demersal"
"Hippoglossoides elassodon","Jordan &amp; Gilbert, 1880","1",65.18,237,3.6,5.3,27,"generalist",1560,0.52,NA,"demersal"
"Hippoglossoides elassodon","Jordan &amp; Gilbert, 1880","1",65.18,237,3.6,5.3,27,"generalist",1560,0.48,NA,"demersal"
"Hippoglossoides elassodon","Jordan &amp; Gilbert, 1880","1",65.18,237,3.6,5.3,27,"generalist",1560,0.48,NA,"demersal"
"Hippoglossoides elassodon","Jordan &amp; Gilbert, 1880","1",65.18,237,3.6,5.3,27,"generalist",1560,0.48,NA,"demersal"
"Hippoglossoides elassodon","Jordan &amp; Gilbert, 1880","1",65.18,237,3.6,5.3,27,"generalist",1560,0.48,NA,"demersal"
"Hippoglossoides elassodon","Jordan &amp; Gilbert, 1880","1",65.18,237,3.6,5.3,27,"generalist",1560,0.48,NA,"demersal"
"Hippoglossoides elassodon","Jordan &amp; Gilbert, 1880","1",65.18,237,3.6,5.3,27,"generalist",1560,0.52,NA,"demersal"
"Cleisthenes pinetorum","Jordan &amp; Starks, 1904","1",NA,NA,NA,NA,NA,NA,NA,0.3859999847,125,"demersal"
"Hippoglossoides robustus","Gill &amp; Townsend, 1897","1",27.2322,110,3.1,7.6,11,"generalist",NA,0.324,NA,"demersal"
"Hippoglossoides robustus","Gill &amp; Townsend, 1897","1",27.2322,110,3.1,7.6,11,"generalist",NA,0.324,NA,"demersal"
