date,data_src,genus,species,length_m,mass_g,depth_num,depth_zone,commercial
1830,fbs,Mugil,incilis,40,NA,NA,demersal,1
1836,fbs,Mugil,liza,80,9000,NA,demersal,1
1976,fbs,Mugil,longicauda,NA,NA,NA,demersal,NA
2015,fbs,Mugil,margaritae,26.5,NA,NA,pelagic-neritic,NA
2007,fbs,Mugil,rubrioculus,44.59999847,NA,NA,demersal,NA
1892,fbs,Mugil,setosus,30,NA,NA,demersal,NA
1896,fbs,Mugil,thoburni,29.5,NA,NA,pelagic-neritic,NA
1875,fbs,Mugil,trichodon,46,190,NA,pelagic-neritic,NA
1901,fbs,Mugilogobius,abei,4.099999905,NA,NA,demersal,NA
1909,fbs,Mugilogobius,cavifrons,4,NA,NA,demersal,NA
1932,fbs,Mugilogobius,chulae,4,NA,NA,demersal,NA
2001,fbs,Mugilogobius,fasciatus,2.400000095,NA,NA,demersal,NA
2001,fbs,Mugilogobius,littoralis,5.5,NA,NA,demersal,NA
1911,fbs,Mugilogobius,mertoni,6,NA,2.5,benthopelagic,NA
1877,fbs,Mugilogobius,notospilus,3,NA,2.5,demersal,NA
1861,fbs,Mugilogobius,platynotus,6,NA,NA,demersal,NA
1872,fbs,Mugilogobius,platystoma,5,NA,NA,demersal,NA
1927,fbs,Mugilogobius,tagala,NA,NA,NA,demersal,NA
2011,fbs,Mulloidichthys,ayliffe,24.5,NA,18,reef-associated,NA
1862,fbs,Mulloidichthys,dentatus,31,NA,24.5,reef-associated,NA
1801,fbs,Mulloidichthys,flavolineatus,43,423.2999878,38.5,reef-associated,1
1829,fbs,Mulloidichthys,martinicus,44.79999924,NA,24.5,reef-associated,1
1980,fbs,Mulloidichthys,mimicus,30,NA,13.5,reef-associated,NA
1900,fbs,Mulloidichthys,pfluegeri,40,NA,70,reef-associated,1
1831,fbs,Mulloidichthys,vanicolensis,38,361.2999878,57,reef-associated,1
1933,fbs,Mullus,argentinae,30,NA,40,demersal,1
1882,fbs,Mullus,auratus,25,NA,50,demersal,1
1758,fbs,Mullus,barbatus,38.20000076,680,169,demersal,1
1927,fbs,Mullus,ponticus,22,NA,200,demersal,NA
1758,fbs,Mullus,surmuletus,40,1000,207,demersal,1
1848,fbs,Muraena,appendiculata,NA,NA,NA,demersal,NA
1870,fbs,Muraena,argus,120,NA,39,reef-associated,NA
1856,fbs,Muraena,augusti,90,169.8000031,125,demersal,0
1898,fbs,Muraena,clepsydra,120,NA,12.5,reef-associated,NA
1758,fbs,Muraena,helena,150,6450,401,reef-associated,1
1842,fbs,Muraena,lentiginosa,61,NA,15,reef-associated,NA
1859,fbs,Muraena,melanotis,100,NA,31.5,demersal,1
1845,fbs,Muraena,pavonina,51.20000076,NA,31,demersal,NA
1882,fbs,Muraena,retifera,60,NA,43,demersal,NA
1911,fbs,Muraena,robusta,150,NA,22.5,demersal,1
1822,fbs,Muraenesox,bagio,200,7100,NA,demersal,1
1775,fbs,Muraenesox,cinereus,220,NA,NA,demersal,1
1954,fbs,Muraenesox,yamaguchiensis,NA,NA,NA,benthopelagic,NA
1934,fbs,Muraenichthys,elerae,NA,NA,NA,demersal,NA
1853,fbs,Muraenichthys,gymnopterus,30,NA,NA,reef-associated,NA
1949,fbs,Muraenichthys,philippinensis,30,NA,NA,demersal,NA
1857,fbs,Muraenichthys,schultzei,24,NA,10,reef-associated,1
1916,fbs,Muraenichthys,sibogae,13.5,NA,NA,reef-associated,NA
1908,fbs,Muraenichthys,thompsoni,NA,NA,NA,demersal,NA
1859,fbs,Muraenoclinus,dorsalis,10,NA,NA,demersal,NA
2005,fbs,Muraenolepis,andriashevi,44.5,NA,NA,bathypelagic,NA
2010,fbs,Muraenolepis,evseenkoi,NA,NA,1255,bathydemersal,NA
2007,fbs,Muraenolepis,kuderskii,22.39999962,NA,522.5,bathydemersal,NA
1880,fbs,Muraenolepis,marmorata,40,NA,815,benthopelagic,0
1905,fbs,Muraenolepis,microps,35,NA,805,pelagic-oceanic,1
1888,fbs,Muraenolepis,orangiensis,30,NA,497.5,benthopelagic,1
2007,fbs,Muraenolepis,pacifica,NA,NA,325,bathydemersal,NA
2006,fbs,Muraenolepis,trunovi,24.29999924,NA,795,benthopelagic,NA
2005,fbs,Mustelus,albipinnis,109,NA,155.5,benthopelagic,NA
1870,fbs,Mustelus,antarcticus,157,30800,175,demersal,1
1819,fbs,Mustelus,asterias,140,4760,175,demersal,1
1864,fbs,Mustelus,californicus,116,NA,100,demersal,1
1815,fbs,Mustelus,canis,150,12150,400,demersal,1
1864,fbs,Mustelus,dorsalis,64,NA,110,demersal,1
1913,fbs,Mustelus,fasciatus,150,NA,125.5,demersal,1
1908,fbs,Mustelus,griseus,87,NA,152.5,demersal,1
1863,fbs,Mustelus,henlei,100,NA,140.5,demersal,1
1963,fbs,Mustelus,higmani,70,NA,450.5,demersal,1
1932,fbs,Mustelus,lenticulatus,125,NA,430,demersal,1
1882,fbs,Mustelus,lunulatus,175,NA,52,demersal,1
1855,fbs,Mustelus,manazo,220,5720,180,demersal,1
1877,fbs,Mustelus,mento,141,NA,33,demersal,1
1997,fbs,Mustelus,minicanis,47.79999924,NA,127,benthopelagic,NA
1899,fbs,Mustelus,mosis,150,NA,NA,demersal,1
1758,fbs,Mustelus,mustelus,200,NA,314.5,demersal,1
1939,fbs,Mustelus,norrisi,110,13780,50.5,demersal,1
1957,fbs,Mustelus,palumbes,120,NA,221.5,demersal,1
1827,fbs,Mustelus,punctulatus,190,NA,NA,demersal,1
2006,fbs,Mustelus,ravidus,68.30000305,NA,203,benthopelagic,NA
1939,fbs,Mustelus,schmitti,92,NA,127.5,demersal,1
1997,fbs,Mustelus,sinusmexicanus,83,NA,135,pelagic-oceanic,NA
2008,fbs,Mustelus,stevensi,91.90000153,NA,261.5,benthopelagic,NA
2008,fbs,Mustelus,walkeri,94.19999695,NA,227.5,benthopelagic,NA
1973,fbs,Mustelus,whitneyi,NA,NA,113.5,demersal,1
2006,fbs,Mustelus,widodoi,NA,NA,90,benthopelagic,NA
1828,fbs,Mycteroperca,acutirostris,80,10000,21.5,reef-associated,1
1860,fbs,Mycteroperca,bonaci,150,1.00E+05,NA,reef-associated,1
1966,fbs,Mycteroperca,cidi,114,15000,22.5,reef-associated,1
1838,fbs,Mycteroperca,fusca,80,3000,100.5,demersal,1
1860,fbs,Mycteroperca,interstitialis,84,10200,76,reef-associated,1
1889,fbs,Mycteroperca,jordani,198,91000,17.5,reef-associated,1
1879,fbs,Mycteroperca,microlepis,145,36460,95,reef-associated,1
1840,fbs,Mycteroperca,olfax,120,NA,39,demersal,1
1884,fbs,Mycteroperca,phenax,107,14170,65,reef-associated,1
1967,fbs,Mycteroperca,prionura,105,14060,31.5,reef-associated,0
1877,fbs,Mycteroperca,rosacea,86,9640,25.5,reef-associated,1
1793,fbs,Mycteroperca,rubra,144,49700,107.5,demersal,1
1833,fbs,Mycteroperca,tigris,101,10000,25,reef-associated,1
1758,fbs,Mycteroperca,venenosa,100,18480,69.5,reef-associated,1
1888,fbs,Mycteroperca,xenarcha,150,91000,30,demersal,1
1892,fbs,Myctophum,affine,7.900000095,NA,300,bathypelagic,NA
1899,fbs,Myctophum,aurolaternatum,11,NA,NA,bathypelagic,NA
1856,fbs,Myctophum,brachygnathum,NA,NA,NA,bathypelagic,NA
1971,fbs,Myctophum,fissunovi,7,NA,NA,bathypelagic,NA
1877,fbs,Myctophum,indicum,NA,NA,NA,bathypelagic,NA
1978,fbs,Myctophum,lunatum,5.699999809,3.390000105,NA,pelagic-oceanic,NA
1946,fbs,Myctophum,lychnobium,3.799999952,NA,500,bathypelagic,NA
1899,fbs,Myctophum,nitidulum,8.300000191,NA,974.5,bathypelagic,NA
1913,fbs,Myctophum,orientale,NA,NA,NA,bathypelagic,NA
1993,fbs,Myctophum,ovcharovi,7.199999809,6.829999924,65,pelagic-oceanic,NA
1810,fbs,Myctophum,punctatum,11,NA,500,bathypelagic,NA
1992,fbs,Nansenia,indica,10.69999981,NA,215,benthopelagic,NA
1984,fbs,Nansenia,longicauda,13.30000019,NA,750,bathypelagic,NA
1922,fbs,Nansenia,macrolepis,20,NA,NA,pelagic-oceanic,NA
1984,fbs,Nansenia,megalopa,13.94999981,NA,650,bathypelagic,NA
1887,fbs,Nansenia,oblita,18,NA,400,pelagic-oceanic,NA
1992,fbs,Nansenia,obscura,15.22999954,NA,245,benthopelagic,NA
1984,fbs,Nansenia,pelagica,10.75,NA,1000,pelagic-oceanic,NA
1984,fbs,Nansenia,tenera,11.19999981,NA,NA,pelagic-oceanic,NA
1984,fbs,Nansenia,tenuicauda,8.399999619,NA,164,bathypelagic,NA
1890,fbs,Narcetes,erimelas,29.10000038,NA,1950,bathypelagic,NA
1984,fbs,Narcetes,kamoharai,34,NA,946,bathypelagic,NA
1934,fbs,Narcetes,lloydi,50,NA,1033,bathypelagic,NA
2021,fbs,Narcetes,shonanmaruae,NA,NA,2371.5,bathypelagic,NA
1890,fbs,Narcetes,stomias,57.5,NA,1900,bathypelagic,0
1935,fbs,Narcetes,wonderi,NA,NA,NA,bathypelagic,NA
2003,fbs,Narcine,atzi,36,NA,NA,demersal,NA
2016,fbs,Narcine,baliensis,16,NA,NA,benthopelagic,NA
1834,fbs,Narcine,bancroftii,65,NA,NA,demersal,NA
1831,fbs,Narcine,brasiliensis,54,650,22,reef-associated,0
1966,fbs,Narcine,brevilabiata,32,NA,45,demersal,NA
1909,fbs,Narcine,brunnea,22,NA,NA,demersal,NA
1895,fbs,Narcine,entemedor,119,NA,50.5,demersal,NA
2002,fbs,Narcine,insolita,NA,NA,162.5,demersal,NA
2001,fbs,Narcine,leoparda,16.5,54.90000153,22.5,demersal,NA
1846,fbs,Narcine,lingula,35,NA,NA,demersal,NA
1852,fbs,Neoglyphidodon,bonang,13.5,NA,10.5,reef-associated,NA
1975,fbs,Neoglyphidodon,carlsoni,10,NA,3,reef-associated,NA
1991,fbs,Neoglyphidodon,crossi,10,NA,6.5,reef-associated,NA
1830,fbs,Neoglyphidodon,melas,18,NA,6.5,reef-associated,0
2012,fbs,Neoglyphidodon,mitratus,6.230000019,NA,27.5,reef-associated,NA
1830,fbs,Neoglyphidodon,nigroris,13,NA,12.5,reef-associated,NA
1858,fbs,Neoglyphidodon,oxyodon,15,NA,2,reef-associated,NA
1889,fbs,Neoglyphidodon,polyacanthus,12,NA,16,reef-associated,NA
1928,fbs,Neoglyphidodon,thoracotaeniatus,13.5,NA,27.5,reef-associated,NA
1943,fbs,Neoscopelus,microchir,30.5,NA,475,bathypelagic,0
1969,fbs,Neoscopelus,porosus,18.29999924,NA,548,benthopelagic,NA
1964,fbs,Neoscorpaena,nielseni,21.61000061,NA,273.5,demersal,NA
1908,fbs,Neoscorpis,lithophilus,50,2600,NA,demersal,1
1829,fbs,Neosebastes,bougainvillii,40,NA,55,reef-associated,NA
2004,fbs,Neosebastes,capricornis,NA,NA,NA,reef-associated,NA
1904,fbs,Neosebastes,entaxis,19,NA,16.5,reef-associated,NA
2006,fbs,Myersina,adonis,3.130000114,NA,6,demersal,NA
2018,fbs,Myersina,balteata,4.909999847,NA,NA,reef-associated,NA
1975,fbs,Myersina,crocata,6,NA,11,demersal,NA
1837,fbs,Myersina,filifer,13.19999981,NA,15.5,demersal,NA
1982,fbs,Myersina,lachneri,5,NA,10.5,demersal,NA
1934,fbs,Myersina,macrostoma,6,NA,6,demersal,NA
1983,fbs,Myersina,nigrivirgata,10,NA,11,demersal,NA
1877,fbs,Myersina,papuanus,NA,NA,NA,demersal,NA
1958,fbs,Myersina,pretoriusi,7.5,NA,NA,demersal,NA
1960,fbs,Myersina,yangii,NA,NA,NA,demersal,NA
1758,fbs,Myliobatis,aquila,183,14500,150.5,benthopelagic,1
1881,fbs,Myliobatis,australis,120,56500,43,reef-associated,NA
1865,fbs,Myliobatis,californica,180,82100,54,demersal,NA
1892,fbs,Myliobatis,chilensis,NA,NA,NA,benthopelagic,NA
1824,fbs,Myliobatis,freminvillei,100,NA,50,benthopelagic,1
1885,fbs,Myliobatis,goodei,125,NA,65.5,benthopelagic,1
1911,fbs,Myliobatis,hamlyni,48,NA,NA,benthopelagic,NA
1964,fbs,Myliobatis,longirostris,95,NA,NA,benthopelagic,0
1913,fbs,Myliobatis,peruvianus,124.5,NA,50.5,benthopelagic,NA
2012,fbs,Myliobatis,ridens,63,NA,26,benthopelagic,NA
1877,fbs,Myliobatis,tenuicaudatus,150,NA,80,benthopelagic,1
1854,fbs,Myliobatis,tobijei,150,NA,110,demersal,1
2010,fbs,Myopsaron,nelsoni,3.630000114,NA,75,pelagic-neritic,NA
1814,fbs,Myoxocephalus,aenaeus,18,NA,179,demersal,NA
1867,fbs,Myoxocephalus,brandtii,42,1200,70,demersal,NA
1829,fbs,Myoxocephalus,jaok,74,8000,340,demersal,0
1958,fbs,Myoxocephalus,matsubarai,24,NA,NA,demersal,NA
1881,fbs,Myoxocephalus,niger,27,NA,25,demersal,NA
1929,fbs,Myoxocephalus,ochotensis,NA,NA,20,demersal,NA
1814,fbs,Myoxocephalus,octodecemspinosus,46,NA,95.5,demersal,NA
1814,fbs,Myoxocephalus,polyacanthocephalus,80,9000,387.5,demersal,1
1758,fbs,Myoxocephalus,quadricornis,60,260,50,demersal,0
1780,fbs,Myoxocephalus,scorpioides,22,NA,140,demersal,NA
1758,fbs,Myoxocephalus,scorpius,60,NA,225.5,demersal,NA
1811,fbs,Myoxocephalus,stelleri,62,4000,30,reef-associated,1
1922,fbs,Myoxocephalus,tuberculatus,NA,NA,56,demersal,NA
1911,fbs,Myoxocephalus,yesoensis,NA,NA,NA,demersal,NA
1993,fbs,Myrichthys,aspetocheiros,51,NA,54,demersal,NA
1848,fbs,Myrichthys,breviceps,102,NA,4.5,reef-associated,NA
1781,fbs,Myrichthys,colubrinus,97,NA,17.5,reef-associated,NA
1816,fbs,Myrichthys,maculosus,100,NA,131,reef-associated,NA
1860,fbs,Myrichthys,magnificus,78,NA,131.5,demersal,NA
1825,fbs,Myrichthys,ocellatus,110,NA,NA,reef-associated,NA
2012,fbs,Myrichthys,paleracio,50,NA,30,benthopelagic,NA
1898,fbs,Myrichthys,pantostigmius,49.40000153,NA,10.5,benthopelagic,NA
1839,fbs,Myrichthys,pardalis,64.80000305,NA,NA,demersal,1
1859,fbs,Myrichthys,tigrinus,74,NA,30,reef-associated,0
1882,fbs,Myrichthys,xysturus,NA,NA,NA,demersal,NA
1853,fbs,Myripristis,adusta,35,NA,13,reef-associated,1
1873,fbs,Myripristis,amaena,26.5,NA,107.5,reef-associated,NA
1997,fbs,Myripristis,astakhovi,12.10000038,NA,11.5,reef-associated,NA
1996,fbs,Myripristis,aulacodes,20,NA,NA,reef-associated,NA
1903,fbs,Myripristis,berndti,30,NA,81,reef-associated,1
1829,fbs,Myripristis,botche,30,NA,48,reef-associated,1
1903,fbs,Myripristis,chryseres,25,NA,181,benthopelagic,NA
1897,fbs,Myripristis,clarionensis,18.29999924,NA,NA,reef-associated,NA
2003,fbs,Myripristis,earlei,24,NA,23.5,reef-associated,NA
1996,fbs,Myripristis,formosa,15.5,NA,22.5,demersal,NA
1965,fbs,Myripristis,gildi,21.39999962,NA,NA,reef-associated,NA
1996,fbs,Myripristis,greenfieldi,15.85000038,NA,NA,demersal,NA
1802,fbs,Myripristis,hexagona,30,NA,21.5,reef-associated,1
1829,fbs,Myripristis,jacobus,25,NA,105,reef-associated,1
1996,fbs,Myripristis,kochiensis,15.39999962,NA,NA,demersal,NA
1831,fbs,Myripristis,kuntee,26,NA,32.5,reef-associated,1
1846,fbs,Myripristis,leiognathus,18,NA,13.5,reef-associated,1
1775,fbs,Myripristis,murdjan,60,NA,25.5,reef-associated,1
1829,fbs,Myripristis,pralinia,20,NA,29,reef-associated,1
1974,fbs,Myripristis,randalli,19.5,NA,34.5,reef-associated,NA
1996,fbs,Myripristis,robusta,22,NA,39.5,demersal,NA
1829,fbs,Myripristis,seychellensis,23,NA,11.5,demersal,NA
1974,fbs,Myripristis,tiki,26.5,NA,8.5,reef-associated,NA
1863,fbs,Myripristis,trachyacron,20,NA,26.5,demersal,NA
1851,fbs,Myripristis,violacea,35,NA,16.5,reef-associated,1
1831,fbs,Myripristis,vittata,25,NA,41.5,reef-associated,NA
1974,fbs,Myripristis,woodsi,26.5,NA,11,reef-associated,NA
1981,fbs,Myripristis,xanthacra,20,NA,9.5,reef-associated,NA
1870,fbs,Myroconger,compressus,53.79999924,NA,NA,demersal,NA
1991,fbs,Myroconger,gracilis,NA,NA,480,bathydemersal,NA
1995,fbs,Myroconger,nigrodentatus,NA,NA,150,demersal,0
1995,fbs,Myroconger,prolixus,NA,NA,270,bathydemersal,0
2006,fbs,Myroconger,seychellensis,NA,NA,NA,benthopelagic,NA
1989,fbs,Myrophis,anterodorsalis,NA,NA,0.5,demersal,NA
1968,fbs,Myrophis,lepturus,NA,NA,NA,benthopelagic,NA
1864,fbs,Myrophis,microchir,39,NA,18,demersal,NA
1927,fbs,Myrophis,platyrhynchus,21,NA,NA,demersal,NA
1871,fbs,Myrophis,plumbeus,46.5,NA,NA,demersal,NA
1852,fbs,Myrophis,punctatus,35.29999924,NA,50,reef-associated,1
1883,fbs,Myrophis,vafer,47,NA,7.5,demersal,NA
1971,fbs,Mystriophis,crosnieri,96.5,NA,187.5,demersal,NA
1848,fbs,Mystriophis,rostellatus,140,NA,NA,demersal,1
1870,fbs,Myxine,affinis,65.90000153,NA,90,demersal,0
1842,fbs,Myxine,australis,60,NA,55,demersal,0
1913,fbs,Myxine,capensis,40,NA,317.5,bathydemersal,0
1899,fbs,Myxine,circifrons,65,NA,1280,bathydemersal,0
1995,fbs,Myxine,debueni,57,NA,NA,bathydemersal,NA
1995,fbs,Myxine,dorsum,49,NA,381,bathydemersal,NA
1995,fbs,Myxine,fernholmi,84.59999847,NA,807.5,bathydemersal,NA
2001,fbs,Myxine,formosana,76.80000305,NA,1044,bathydemersal,NA
1901,fbs,Myxine,garmani,54,NA,650,bathydemersal,NA
1758,fbs,Myxine,glutinosa,95,NA,610,benthopelagic,0
1995,fbs,Myxine,hubbsi,52.20000076,NA,1770,bathydemersal,NA
1995,fbs,Myxine,hubbsoides,82.59999847,NA,807.5,bathydemersal,NA
1981,fbs,Myxine,ios,57,NA,1119.5,bathydemersal,0
2005,fbs,Myxine,jespersenae,49.79999924,NA,1154,benthopelagic,NA
1995,fbs,Myxine,knappi,56.5,NA,NA,bathydemersal,NA
2002,fbs,Myxine,kuoi,18.70000076,NA,NA,demersal,NA
1859,fbs,Myxine,limosa,51,NA,540.5,demersal,NA
1995,fbs,Myxine,mccoskeri,28.60000038,NA,503,bathydemersal,NA
1991,fbs,Myxine,mcmillanae,47,NA,1100,bathydemersal,NA
1913,fbs,Myxine,paucidens,30.5,NA,815,bathydemersal,NA
1995,fbs,Myxine,pequenoi,18.29999924,NA,200,bathydemersal,NA
1995,fbs,Myxine,robinsorum,54,NA,1275.5,bathydemersal,NA
2001,fbs,Myxine,sotoi,52,NA,750,bathydemersal,NA
1968,fbs,Myxodagnus,belone,8.159999847,NA,2,demersal,NA
1946,fbs,Myxodagnus,macrognathus,NA,NA,NA,demersal,NA
1861,fbs,Myxodagnus,opercularis,NA,NA,NA,demersal,NA
1946,fbs,Myxodagnus,sagitta,6.099999905,NA,32,demersal,NA
1976,fbs,Myxodagnus,walkeri,5.5,NA,3,demersal,NA
1836,fbs,Myxodes,cristatus,NA,NA,NA,benthopelagic,NA
1974,fbs,Myxodes,ornatus,NA,NA,NA,benthopelagic,NA
1836,fbs,Myxodes,viridis,13.5,NA,NA,benthopelagic,NA
1861,fbs,Myxus,elongatus,40,NA,5.5,demersal,1
1967,fbs,Nalbantichthys,elongatus,13.5,NA,410,bathydemersal,NA
1953,fbs,Nannocampus,elegans,12,NA,NA,reef-associated,NA
1948,fbs,Nannocampus,lindemanensis,NA,NA,NA,reef-associated,NA
1915,fbs,Nannocampus,pictus,10,NA,NA,reef-associated,NA
1870,fbs,Nannocampus,subosseus,9.050000191,NA,5.5,demersal,NA
1915,fbs,Nannocampus,weberi,10,NA,4,reef-associated,NA
2012,fbs,Nannoplecostomus,eleonorae,2.170000076,NA,NA,benthopelagic,NA
1909,fbs,Nannosalarias,nativitatis,5,NA,7,reef-associated,NA
1984,fbs,Nansenia,ahlstromi,9.5,NA,377,bathypelagic,NA
1984,fbs,Nansenia,antarctica,22,NA,2072.5,bathypelagic,NA
1914,fbs,Nansenia,ardesiaca,20,NA,406.5,bathydemersal,0
1962,fbs,Nansenia,atlantica,16.75,NA,290,pelagic-oceanic,NA
2015,fbs,Nansenia,boreacrassicauda,26.79999924,NA,391,pelagic-oceanic,NA
1958,fbs,Nansenia,candida,22.20000076,NA,941.5,bathypelagic,0
1965,fbs,Nansenia,crassa,NA,NA,432.5,benthopelagic,NA
1840,fbs,Nansenia,groenlandica,24.5,NA,700,bathypelagic,NA
1985,fbs,Nansenia,iberica,NA,NA,550,bathypelagic,0
1804,fbs,Narcine,maculata,40,NA,55,demersal,NA
2002,fbs,Narcine,oculifera,35,NA,NA,benthopelagic,NA
1966,fbs,Narcine,prodorsalis,40,NA,NA,demersal,NA
1991,fbs,Narcine,rierai,30.10000038,NA,335,bathydemersal,NA
1801,fbs,Narcine,timlei,38,NA,NA,demersal,NA
1928,fbs,Narcine,vermiculata,60,NA,35,demersal,NA
2002,fbs,Narcinops,lasti,36.5,NA,264,demersal,NA
2008,fbs,Narcinops,nelsoni,31.29999924,NA,340,benthopelagic,NA
2008,fbs,Narcinops,ornatus,NA,NA,90,benthopelagic,NA
1841,fbs,Narcinops,tasmaniensis,47,NA,322.5,bathydemersal,NA
1966,fbs,Narcinops,westraliensis,29,NA,40,demersal,NA
1789,fbs,Narke,capensis,38,NA,101.5,demersal,NA
1801,fbs,Narke,dipterygia,18,NA,NA,demersal,1
1850,fbs,Narke,japonica,40,NA,NA,reef-associated,1
1825,fbs,Naso,annulatus,100,NA,30.5,reef-associated,NA
1835,fbs,Naso,brachycentron,90,NA,19,reef-associated,NA
1829,fbs,Naso,brevirostris,60,NA,62,reef-associated,1
1994,fbs,Naso,caeruleacauda,40,NA,30,reef-associated,NA
1992,fbs,Naso,caesius,45.59999847,NA,32.5,reef-associated,NA
1829,fbs,Naso,elegans,45,NA,17.5,reef-associated,1
1954,fbs,Naso,fageni,80,NA,19,reef-associated,1
1855,fbs,Naso,hexacanthus,75,NA,78,reef-associated,1
1801,fbs,Naso,lituratus,46,NA,45,reef-associated,1
1927,fbs,Naso,lopezi,60,NA,35,reef-associated,1
1981,fbs,Naso,maculatus,60,NA,131.5,reef-associated,NA
2002,fbs,Naso,mcdadei,75,NA,35,reef-associated,NA
1966,fbs,Naso,minor,30,NA,31.5,reef-associated,NA
2001,fbs,Naso,reticulatus,49,2250,NA,reef-associated,NA
2011,fbs,Naso,tergus,34.70000076,NA,75,reef-associated,NA
1829,fbs,Naso,thynnoides,40,NA,21,reef-associated,1
1835,fbs,Naso,tonganus,60,NA,21,reef-associated,1
1801,fbs,Naso,tuberosus,60,NA,NA,reef-associated,NA
1775,fbs,Naso,unicornis,70,NA,90.5,reef-associated,1
1835,fbs,Naso,vlamingii,60,NA,25.5,reef-associated,1
1898,fbs,Nasolamia,velox,150,NA,103.5,demersal,1
1980,fbs,Natalichthys,leptus,7,NA,NA,demersal,NA
1980,fbs,Natalichthys,ori,7,NA,NA,demersal,NA
1980,fbs,Natalichthys,sam,5,NA,NA,demersal,NA
1758,fbs,Naucrates,ductor,70,NA,150,reef-associated,1
1858,fbs,Nautichthys,oculofasciatus,20,NA,NA,demersal,NA
1898,fbs,Nautichthys,pribilovius,9,NA,211,demersal,NA
1970,fbs,Nautichthys,robustus,8,NA,36.5,demersal,NA
2015,fbs,Navigobius,vittatus,2.299999952,NA,28,reef-associated,NA
1865,fbs,Nealotus,tripes,25,NA,1280,bathypelagic,0
2006,fbs,Neamia,articycla,3.549999952,NA,24,reef-associated,NA
2001,fbs,Neamia,notula,4.5,NA,43.5,reef-associated,NA
1912,fbs,Neamia,octospina,7,NA,4,reef-associated,0
2010,fbs,Neamia,xenica,NA,NA,NA,demersal,NA
1905,fbs,Neatypus,obliquus,22,NA,NA,reef-associated,NA
1830,fbs,Nebris,microps,40,570,NA,demersal,1
1897,fbs,Nebris,occidentalis,60,NA,NA,benthopelagic,1
1831,fbs,Nebrius,ferrugineus,320,NA,35,reef-associated,1
1829,fbs,Nectamia,annularis,7,NA,8.5,reef-associated,NA
1854,fbs,Nectamia,bandanensis,10,NA,17.5,reef-associated,NA
1825,fbs,Nectamia,fusca,11.19999981,NA,10.5,reef-associated,NA
2008,fbs,Nectamia,ignitops,7.900000095,NA,30.5,reef-associated,NA
2008,fbs,Nectamia,luxuria,7.699999809,NA,5.5,reef-associated,NA
1872,fbs,Nectamia,savayensis,10,NA,14,reef-associated,NA
2008,fbs,Nectamia,similis,6.300000191,NA,NA,reef-associated,NA
2008,fbs,Nectamia,viria,7.199999809,NA,6,reef-associated,NA
1999,fbs,Nectamia,zebrina,7.400000095,NA,5,reef-associated,NA
1912,fbs,Nectoliparis,pelagicus,6.5,NA,1691.5,bathypelagic,NA
1916,fbs,Neenchelys,buitendijki,30,NA,2.5,demersal,1
1967,fbs,Neenchelys,cheni,35,NA,NA,benthopelagic,NA
1982,fbs,Neenchelys,daedalus,34.20000076,NA,128,demersal,NA
2015,fbs,Neenchelys,diaphora,NA,NA,NA,demersal,NA
2012,fbs,Neenchelys,mccoskeri,52.20000076,NA,250,demersal,NA
1915,fbs,Neenchelys,microtretus,18.29999924,NA,NA,demersal,NA
2015,fbs,Neenchelys,nudiceps,78.19999695,NA,850,demersal,NA
1981,fbs,Neenchelys,parvipectoralis,32.79999924,NA,200,demersal,NA
2015,fbs,Neenchelys,pelagica,NA,NA,NA,demersal,NA
2015,fbs,Neenchelys,similis,75.59999847,NA,750,demersal,NA
1837,fbs,Negaprion,acutidens,380,NA,46,reef-associated,1
1868,fbs,Negaprion,brevirostris,340,183700,46,reef-associated,1
1824,fbs,Nelusetta,ayraud,100,3500,180,demersal,1
1975,fbs,Nemaclinus,atelestos,2.900000095,NA,NA,benthopelagic,NA
1937,fbs,Nemadactylus,bergi,39.47999954,450,NA,demersal,1
1875,fbs,Nemadactylus,douglasii,81,4000,100,demersal,1
1865,fbs,Nemadactylus,gayi,NA,NA,190,demersal,NA
1801,fbs,Nemadactylus,macropterus,70,2900,236,demersal,1
1819,fbs,Nemadactylus,monodactylus,60,NA,NA,benthopelagic,1
1937,fbs,Nemadactylus,valenciennesi,90,NA,140,demersal,NA
1967,fbs,Nemadactylus,vemae,NA,NA,NA,bathydemersal,NA
1958,fbs,Nemamyxine,elongata,61.40000153,NA,NA,demersal,NA
1982,fbs,Nemamyxine,kreffti,40,NA,440,bathydemersal,NA
1954,fbs,Nemanthias,carberryi,13,NA,17,reef-associated,NA
1884,fbs,Nemapteryx,armiger,39.5,NA,NA,benthopelagic,NA
1900,fbs,Nemapteryx,bleekeri,17,NA,NA,demersal,NA
1840,fbs,Nemapteryx,caelata,47,NA,NA,demersal,1
1846,fbs,Nemapteryx,macronotacantha,30,NA,NA,benthopelagic,NA
1822,fbs,Nemapteryx,nenga,30,NA,NA,demersal,NA
1917,fbs,Nematalosa,arabica,16.5,NA,NA,pelagic-neritic,0
1846,fbs,Nematalosa,come,21,NA,NA,pelagic-neritic,0
1973,fbs,Nematalosa,galatheae,16.29999924,NA,NA,pelagic-neritic,0
1917,fbs,Nematalosa,japonica,19,NA,NA,benthopelagic,1
1795,fbs,Nematalosa,nasus,25.5,NA,15,pelagic-neritic,1
1995,fbs,Nematalosa,persara,15.19999981,NA,NA,pelagic-neritic,NA
